"country","type","title","release_year","listed_in","description"
"India","TV Show","Masaba Masaba",2020,"TV Dramas","Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film."
"India","Movie","Fida",2004,"International Movies","An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama."
"India","Movie","Fida",2004,"Romantic Movies","An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama."
"India","Movie","Fida",2004,"Thrillers","An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama."
"India","Movie","Freedom at Midnight",2018,"Dramas","Jailed after becoming entangled in the murder of a cop, a prisoner assembles a team of inmates to hatch a plan for making a getaway."
"India","Movie","Freedom at Midnight",2018,"International Movies","Jailed after becoming entangled in the murder of a cop, a prisoner assembles a team of inmates to hatch a plan for making a getaway."
"India","Movie","Freedom at Midnight",2018,"Thrillers","Jailed after becoming entangled in the murder of a cop, a prisoner assembles a team of inmates to hatch a plan for making a getaway."
"India","Movie","I Am",2010,"Dramas","Four individuals in modern India grapple with their identities amid social taboos, trauma and brutal sexual discrimination in this quartet of stories."
"India","Movie","I Am",2010,"Independent Movies","Four individuals in modern India grapple with their identities amid social taboos, trauma and brutal sexual discrimination in this quartet of stories."
"India","Movie","I Am",2010,"International Movies","Four individuals in modern India grapple with their identities amid social taboos, trauma and brutal sexual discrimination in this quartet of stories."
"India","Movie","Ghost Stories",2020,"Horror Movies","The directors of Emmy-nominated ""Lust Stories"" (Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee and Karan Johar) reunite for this quartet of thrillers."
"India","Movie","Ghost Stories",2020,"International Movies","The directors of Emmy-nominated ""Lust Stories"" (Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee and Karan Johar) reunite for this quartet of thrillers."
"India","Movie","Ghost Stories",2020,"Thrillers","The directors of Emmy-nominated ""Lust Stories"" (Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee and Karan Johar) reunite for this quartet of thrillers."
"India","Movie","Chennai Express",2013,"Action & Adventure","What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes."
"India","Movie","Chennai Express",2013,"Comedies","What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes."
"India","Movie","Chennai Express",2013,"International Movies","What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes."
"India","Movie","Badla",2019,"International Movies","When a woman is accused of killing her lover, a renowned lawyer is hired – but the more they try to  untangle the truth, the more convoluted it becomes."
"India","Movie","Badla",2019,"Thrillers","When a woman is accused of killing her lover, a renowned lawyer is hired – but the more they try to  untangle the truth, the more convoluted it becomes."
"India","Movie","Masoom",1983,"Dramas","A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair."
"India","Movie","Masoom",1983,"Independent Movies","A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair."
"India","Movie","Masoom",1983,"International Movies","A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair."
"India","Movie","Maska",2020,"Comedies","Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations."
"India","Movie","Maska",2020,"Dramas","Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations."
"India","Movie","Maska",2020,"International Movies","Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations."
"India","Movie","Oye Lucky! Lucky Oye!",2008,"Comedies","Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of."
"India","Movie","Oye Lucky! Lucky Oye!",2008,"Dramas","Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of."
"India","Movie","Oye Lucky! Lucky Oye!",2008,"International Movies","Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of."
"India","Movie","Dolly Kitty Aur Woh Chamakte Sitare",2020,"Dramas","A disillusioned Delhi wife and her new-in-town cousin navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom."
"India","Movie","Dolly Kitty Aur Woh Chamakte Sitare",2020,"Independent Movies","A disillusioned Delhi wife and her new-in-town cousin navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom."
"India","Movie","Dolly Kitty Aur Woh Chamakte Sitare",2020,"International Movies","A disillusioned Delhi wife and her new-in-town cousin navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom."
"India","TV Show","Maharakshak Devi",2015,"International TV Shows","After years spent in isolation, a young girl with extraordinary powers returns to human society to battle dark, mythological beings."
"India","TV Show","Maharakshak Devi",2015,"TV Action & Adventure","After years spent in isolation, a young girl with extraordinary powers returns to human society to battle dark, mythological beings."
"India","TV Show","Maharakshak Devi",2015,"TV Sci-Fi & Fantasy","After years spent in isolation, a young girl with extraordinary powers returns to human society to battle dark, mythological beings."
"India","Movie","Tumi or not Tumi",2020,"Stand-Up Comedy","Tumi Morake dishes out hot takes and fiery commentary about the concept of identity, politics, family life, weaves, and more in this stand-up special."
"India","TV Show","Maharakshak: Aryan",2014,"International TV Shows","Shy nerd Aryan learns soon after his 18th birthday that he has inherited superpowers, which he must use to vanquish a variety of evil threats."
"India","TV Show","Maharakshak: Aryan",2014,"TV Action & Adventure","Shy nerd Aryan learns soon after his 18th birthday that he has inherited superpowers, which he must use to vanquish a variety of evil threats."
